-0.431516,-0.03862905,2.314676
-0.4414627,0.03524392,2.361186
-0.4519995,0.4287903,2.346235
-0.4222894,0.591991,2.341168
-0.5904451,0.2588129,2.268558
-0.5839749,0.1643104,2.059293
-0.4886863,0.2709489,1.850725
-0.5267966,0.1131796,1.759677
-0.3041606,0.3094352,2.315938
-0.3790382,0.278229,2.060619
-0.4835044,0.3145218,1.817348
-0.4973,0.365822,1.777159
-0.505086,-0.1121465,2.288893
-0.6509408,-0.5168042,2.277877
-0.793889,-0.832158,2.235852
-0.777797,-0.9087474,2.226633
-0.3514668,-0.1004767,2.326826
-0.2491387,-0.5220476,2.26016
-0.09363619,-0.8711659,2.27649
-0.03272973,-0.9211544,2.277684
